Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
heat seal,"heat, seal, sealed, immediately",0.0737506645,2073,true,Positive,"",""
No waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,2074,true,Positive,"",""
price and is cool,"price, quality, cost, innovative",0.1133971504,2075,true,Positive,"",""
Fast-drying spray pigment that you can seal,"colors, 10, pigment, color",0.1733486887,2076,true,Positive,"",""
I don't have a clue cause I don't care,off-topic,0.0700213823,2077,true,Negative,"",""
heat seal with iron,"iron, heat, seal, permanent",0.0794080691,2078,true,Positive,"",""
No more waiting,"anything, something, never, heard",0.1322935389,2079,true,Positive,"",""
i know nothing about this type of product so don't know what's innovative about it,"different, type, aspect, even",0.2373735306,2080,true,Neutral,"",""
No waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,2081,true,Positive,"",""
"I would love to try this product  we are in the process of re-doing my daughters room now and this products sounds alot healthier then most of the other brands, that is always top of my list when it comes to my family","love, shirts, idea, iron",0.5942789694,2082,true,Positive,"",""
stenciling,off-topic,0.0,2083,true,Positive,"",""
The iron-on formula,off-topic,0.0299990131,2084,true,Positive,"",""
none,none,0.0287608299,2085,true,Negative,"",""
acid free multi surface quick drying,off-topic,0.1837721985,2086,true,Positive,"",""
cheap stuff,"never, clear, exactly, next",0.189613814,2087,true,Positive,"",""
heat,"heat, seal, sealed, immediately",0.0478274837,2088,true,Positive,"",""
No time waiting for this product to dry.  Offers permanent color on fabric.,"colors, 10, pigment, color",0.1878869603,2089,true,Positive,"",""
I have no need or desire for this product.,"product, products, never, innovative",0.247808675,2090,true,Negative,"",""
"Making logos wodnt be that fun, sorry.","never, clear, exactly, next",0.2928790727,2091,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2092,true,Negative,"",""
Fast drying permanent,"right, fast, away, drying",0.1223290727,2093,true,Positive,"",""
QUICK DRYING,"quick, materials, dries, surfaces",0.2004378729,2094,true,Positive,"",""
sprayeracid free multisurface,off-topic,0.0885416892,2095,true,Positive,"",""
nonf,off-topic,0.0,2096,true,Negative,"",""
NOTHUING,off-topic,0.0,2097,true,Negative,"",""
Heat sealing to dry it,"heat, seal, sealed, immediately",0.1167677815,2098,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2099,true,Positive,"",""
bottle has a sprayer,"clothing, fabrics, well, brand",0.1674955974,2100,true,Positive,"",""
dasdsa,off-topic,0.0,2101,"","","",""
easy to use and permanent,off-topic,0.1185416977,2102,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2103,true,Negative,"",""
Easy to use,"easy, way, quick, effecient",0.1702284794,2104,true,Positive,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,2105,true,Positive,"",""
I used this brand when I was a kid but there have been sagnificant imporvments. It has moved forward along with technology and the time we live in.,off-topic,0.1768736917,2106,true,Positive,"",""
spray paint,"art, artist, painted, price",0.1246912339,2107,true,Positive,"",""
"I like that it gives a screen-printed look by stenciling, is permanent and dries quickly.","never, clear, exactly, next",0.3806846274,2108,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2109,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,2110,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2111,true,Negative,"",""
Use for any craft project and fast drying.,off-topic,0.0499187758,2112,true,Positive,"",""
No waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,2113,true,Positive,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,2114,true,Positive,"",""
It is fast drying and is acid free,"acid, free, heat, print",0.1748835976,2115,true,Positive,"",""
still dumb,"never, clear, exactly, next",0.1444046468,2116,true,Negative,"",""
No brushes to clean and heat seal,"heat, seal, sealed, immediately",0.1352365644,2117,true,Positive,"",""
None,none,0.0287608299,2118,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2119,true,Negative,"",""
Not waiting for the paint to dry.  Screen print with ease of stenciling.,"printed, screen, print, look",0.2989774546,2120,true,Positive,"",""
versatile,off-topic,0.0655894278,2121,true,Positive,"",""
no,off-topic,0.0,2122,true,Negative,"",""
n/a,off-topic,0.0,2123,true,Negative,"",""
safer,off-topic,0.0764233714,2124,true,Positive,"",""
fast heat-treated drying that's easy to use,"right, fast, away, drying",0.3114769475,2125,true,Positive,"",""
Nothing. It sounds really messy.,off-topic,0.1761705814,2126,true,Negative,"",""
It will heat seal with an iron on fabric,"iron, heat, seal, permanent",0.1216452317,2127,true,Positive,"",""
great,off-topic,0.0,2128,true,Positive,"",""
NA,na,0.0221823949,2129,true,Negative,"",""
I like the way it is appliedd,off-topic,0.0,2130,true,Positive,"",""
the heat seal feature,"heat, seal, sealed, immediately",0.0972837858,2131,true,Positive,"",""
unsure,"never, clear, exactly, next",0.0902241664,2132,true,Neutral,"",""
can use for a lot of things,"never, clear, exactly, next",0.2617543951,2133,true,Positive,"",""
n/a,off-topic,0.0,2134,true,Negative,"",""
spray and iron,"iron, heat, seal, permanent",0.0390631578,2135,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,2136,true,Positive,"",""
Used with archival ink sprayers.  Heat seal with iron.,"iron, heat, seal, permanent",0.1299486605,2137,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,2138,true,Neutral,"",""
Quick dry,"dry, waiting, paint, need",0.1256708689,2139,true,Positive,"",""
Controlled application,off-topic,0.0806077184,2140,true,Positive,"",""
permanent color that dries  quickly,"colors, 10, pigment, color",0.0741030395,2141,true,Positive,"",""
fine,"art, artist, painted, price",0.0480726918,2142,true,Positive,"",""
no more waiting for paint to dry!! i love that!,"love, shirts, idea, iron",0.1631138047,2143,true,Positive,"",""
n/a,off-topic,0.0,2144,true,Negative,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,2145,true,Positive,"",""
ink sprayers.  I have not used anything like this before.,"never, clear, exactly, next",0.3674172075,2146,true,Positive,"",""
no waiting for it to ddry,"anything, something, never, heard",0.1322935389,2147,true,Positive,"",""
screen-printed look with ease of stenciling,"never, clear, exactly, next",0.298970193,2148,true,Positive,"",""
stencil sprayer,off-topic,0.0772093362,2149,true,Positive,"",""
Ink in a spray and heat sealing with an iron.,"iron, heat, seal, permanent",0.1121149131,2150,true,Positive,"",""
that you can heat seal it,"heat, seal, sealed, immediately",0.0903257481,2151,true,Positive,"",""
its acid free and dries fast,"acid, free, heat, print",0.1546611674,2152,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2153,true,Positive,"",""
Quick dry,"dry, waiting, paint, need",0.1256708689,2154,true,Positive,"",""
"you just spray it on, seal it with heat & your done. fast & effective","heat, seal, rather, results",0.3389574375,2155,true,Positive,"",""
No waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,2156,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2157,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2158,true,Negative,"",""
that you get a screen printed look with the ease of stenciling on multi projects,off-topic,0.2923278029,2159,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2160,true,Positive,"",""
Dries quiclky,off-topic,0.0635155489,2161,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2162,true,Negative,"",""
"It is a quick dry heat activated, permanent spray for stencil work that will set with a heated iron.","iron, heat, seal, permanent",0.2127836998,2163,true,Positive,"",""
Heat sealing with an iron.,"iron, heat, seal, permanent",0.0778737539,2164,true,Positive,"",""
I find this product very good. it would come in handy for a lot of things,"never, clear, exactly, next",0.432449872,2165,true,Positive,"",""
permanent,off-topic,0.0062382053,2166,true,Positive,"",""
dries w/ heat from an iron,"iron, heat, seal, permanent",0.0888110308,2167,true,Positive,"",""
"heat seal with an iron on fabric for permanent clothing designs, achieve a screen-printed look, many colors, multisurface, acid free","iron, heat, seal, permanent",0.3936998539,2168,true,Positive,"",""
Stenciling possibilities,"different, type, aspect, even",0.1185689481,2169,true,Positive,"",""
It's acid-free,off-topic,0.0,2170,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,2171,true,Positive,"",""
heat seal paint,"heat, seal, sealed, immediately",0.1070290865,2172,true,Positive,"",""
none,none,0.0287608299,2173,true,Negative,"",""
its a spray,"quick, materials, dries, surfaces",0.1078593875,2174,true,Positive,"",""
You can heat seal with an iron which means no more waiting forever for the paint to dry.,"love, shirts, idea, iron",0.3553425123,2175,true,Positive,"",""
heat seal for paint,"heat, seal, sealed, immediately",0.1070290865,2176,true,Positive,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,2177,true,Positive,"",""
No dry time,"dry, waiting, paint, need",0.1160710741,2178,true,Positive,"",""
"Spray top for interesting design accents, and the quick-drying pigment.",off-topic,0.1000663681,2179,true,Positive,"",""
This is not a craft that I have tried before or would try in the near future,"never, clear, exactly, next",0.2126279953,2180,true,Negative,"",""
NA,na,0.0221823949,2181,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2182,true,Negative,"",""
screen printed look,"printed, screen, print, look",0.1620057655,2183,true,Positive,"",""
No basis for comparison since I have never used or been interested in comparable products,"product, products, never, innovative",0.3117845404,2184,true,Negative,"",""
unknown,off-topic,0.0129943907,2185,true,Negative,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,2186,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2187,true,Negative,"",""
not sure,"anything, something, never, heard",0.1309808281,2188,true,Neutral,"",""
get the screen print look at home,"printed, screen, print, look",0.2977168845,2189,true,Positive,"",""
It is a more usable spray form of paint. No aerosol and can be used for a variety of crafts.,"different, type, aspect, even",0.3281113888,2190,true,Positive,"",""
unknown,off-topic,0.0129943907,2191,true,Negative,"",""
fun,"never, clear, exactly, next",0.0896927481,2192,true,Positive,"",""
"I'm not sure, as I've never used anything similar.","never, clear, exactly, next",0.3883483853,2193,true,Neutral,"",""
Nothing at all,"anything, something, never, heard",0.1288324413,2194,true,Negative,"",""
acid free,"acid, free, heat, print",0.0948676897,2195,true,Positive,"",""
no clue,off-topic,0.0819220488,2196,true,Negative,"",""
"I guess, ease of use","easy, way, quick, effecient",0.2385780292,2197,true,Neutral,"",""
safer and easy to use,"easy, way, quick, effecient",0.2296232836,2198,true,Positive,"",""
Easy to use & dries quickly.,"easy, way, quick, effecient",0.2859609506,2199,true,Positive,"",""
Different and easier to use,"different, type, aspect, even",0.1853993255,2200,true,Positive,"",""
"this is the worst survey I have ever taken...it must have been designed by lawyers that do not want to hear the truth. In fact, the next question will not allow me to proceed to the next questions until I check at least 1 of many boxes of which NONE APPLY!","never, clear, exactly, next",0.6222245925,2201,true,Negative,"",""
heat seal with an iron,"iron, heat, seal, permanent",0.0794080691,2202,true,Positive,"",""
Nothing.,"anything, something, never, heard",0.1288324413,2203,true,Negative,"",""
Good,"never, clear, exactly, next",0.1417634854,2204,true,Positive,"",""
not really innovative,"price, quality, cost, innovative",0.0253710674,2205,true,Negative,"",""
"Being able to spray it on, and make it permanent quickly and easily.","never, clear, exactly, next",0.3682599593,2206,true,Positive,"",""
can put it on fabric,off-topic,0.1725503249,2207,true,Positive,"",""
nothiing,off-topic,0.0,2208,true,Negative,"",""
the heat seal,"heat, seal, sealed, immediately",0.0737506645,2209,true,Positive,"",""
That it is multisurface for fabric and other things.,"never, clear, exactly, next",0.2578674908,2210,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,2211,true,Positive,"",""
The style,off-topic,0.0359113988,2212,true,Positive,"",""
Don't have to wait for paint to dry.,"dry, waiting, paint, need",0.2198804464,2213,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2214,true,Positive,"",""
colors,"colors, 10, pigment, color",0.0370502206,2215,true,Positive,"",""
Instant dry.,"dry, waiting, paint, need",0.126998707,2216,true,Positive,"",""
fun/fast drying.,"right, fast, away, drying",0.219566745,2217,true,Positive,"",""
the sprayer,off-topic,0.0,2218,true,Positive,"",""
na,na,0.0221823949,2219,true,Negative,"",""
It can be heat sealed for instant drying time and also the sprayer is a nice feature,"heat, seal, sealed, immediately",0.2496977595,2220,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2221,true,Negative,"",""
like,off-topic,0.0,2222,true,Positive,"",""
Acid free and fast drying,"acid, free, heat, print",0.156420645,2223,true,Positive,"",""
none of it,none,0.0287608299,2224,true,Negative,"",""
multisurface,off-topic,0.0,2225,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,2226,true,Neutral,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2227,true,Positive,"",""
not interested,off-topic,0.062601406,2228,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2229,true,Negative,"",""
heat sealed with and iron for fast drying,"iron, heat, seal, permanent",0.1255640034,2230,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2231,true,Negative,"",""
it's a spray,"quick, materials, dries, surfaces",0.1078593875,2232,true,Positive,"",""
No more waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,2233,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2234,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2235,true,Positive,"",""
No more waiting concept,"different, type, aspect, even",0.1128813899,2236,true,Positive,"",""
Looks like it is easier to use than other paints.,"never, clear, exactly, next",0.327179856,2237,true,Positive,"",""
na,na,0.0221823949,2238,true,Negative,"",""
the ability to seal with iron,"iron, heat, seal, permanent",0.0772740364,2239,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2240,true,Negative,"",""
"quick drying, permanent if ironed",off-topic,0.1022623382,2241,true,Positive,"",""
You already asked this,"love, shirts, idea, iron",0.1658685269,2242,"","","",""
nothing,"anything, something, never, heard",0.1288324413,2243,true,Negative,"",""
You don't have to wait for the paint to dry,"love, shirts, idea, iron",0.1818096871,2244,true,Positive,"",""
Acid free,"acid, free, heat, print",0.0948676897,2245,true,Positive,"",""
i would buy this,"price, quality, cost, innovative",0.0873664544,2246,true,Positive,"",""
screen-printed look,"never, clear, exactly, next",0.1992322054,2247,true,Positive,"",""
"multisurface, acid free","acid, free, heat, print",0.1161887164,2248,true,Positive,"",""
dont know,"love, shirts, idea, iron",0.1631323062,2249,true,Neutral,"",""
n/a,off-topic,0.0,2250,true,Negative,"",""
I would use this product,"product, products, never, innovative",0.1216680956,2251,true,Positive,"",""
Fast drying and heat sealable.,"heat, seal, sealed, immediately",0.1339323788,2252,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2253,true,Negative,"",""
That you can use this for differant crafts,"art, artist, painted, price",0.0727103726,2254,true,Positive,"",""
Dries fast.,"pigments, fast, drying, convenient",0.1378972566,2255,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2256,true,Positive,"",""
"fast dry, ten pigments, vesatile","dry, waiting, paint, need",0.2180191639,2257,true,Positive,"",""
Paint in a spray bottle is innovative to me,"clothing, fabrics, well, brand",0.2244922743,2258,true,Positive,"",""
No more waiting for paint to dry with heat seal technology for permanent clothing designs.,off-topic,0.1411723106,2259,true,Positive,"",""
the fact that it dries right away makes it easier to stencil,"never, clear, exactly, next",0.3021535557,2260,true,Positive,"",""
none,none,0.0287608299,2261,true,Negative,"",""
fast-drying pigments,"colors, 10, pigment, color",0.1127845777,2262,true,Positive,"",""
easy way to get a screen look,"never, clear, exactly, next",0.3043831467,2263,true,Positive,"",""
"acid free, fast drying","acid, free, heat, print",0.156420645,2264,true,Positive,"",""
my girls would love to do this on their clothes,"love, shirts, idea, iron",0.1252762662,2265,true,Positive,"",""
Can use on multiple surfaces.Don't need to wait for paint to dry.,"different, type, aspect, even",0.4040400043,2266,true,Positive,"",""
green product,off-topic,0.0635390906,2267,true,Positive,"",""
na,na,0.0221823949,2268,true,Negative,"",""
"When it comes to getting crafty with making shirts, etc. I would use this to get the job done. My kids and I hate the drying process, this would be great around my home.","love, shirts, idea, iron",0.6858493193,2269,true,Positive,"",""
"do not have to wait to dry, heat seal, acid -free","acid, free, heat, print",0.2288920339,2270,true,Positive,"",""
Quick drying,"quick, materials, dries, surfaces",0.2004378729,2271,true,Positive,"",""
Do not know!,"love, shirts, idea, iron",0.1465937314,2272,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2273,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2274,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2275,true,Negative,"",""
Excellent for art work,"art, artist, painted, price",0.0411349949,2276,true,Positive,"",""
no painting; just spraying,"art, artist, painted, price",0.064416295,2277,true,Positive,"",""
multi-surface use,off-topic,0.0,2278,true,Positive,"",""
"I don't do stenciling, so I can't tell you whether this is innovative or not","never, clear, exactly, next",0.2927907469,2279,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,2280,true,Negative,"",""
less time spent waiting for paint to dry,off-topic,0.2277696866,2281,true,Positive,"",""
fast drying and versatile,"pigments, fast, drying, convenient",0.192688969,2282,true,Positive,"",""
DRIES QUICKLY,"quick, materials, dries, surfaces",0.1517804078,2283,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2284,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2285,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2286,true,Negative,"",""
screen-printed look,"never, clear, exactly, next",0.1992322054,2287,true,Positive,"",""
Good advertisement !,"never, clear, exactly, next",0.2062638394,2288,true,Positive,"",""
It makes stenciling easier and it won't run,off-topic,0.107445608,2289,true,Positive,"",""
n/a,off-topic,0.0,2290,true,Negative,"",""
can be used on multiple mediums,off-topic,0.1122821017,2291,true,Positive,"",""
nothing really,"anything, something, never, heard",0.1288324413,2292,true,Negative,"",""
No waiting for the paint to dry,"dry, waiting, paint, need",0.2150710673,2293,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2294,true,Negative,"",""
don't know,"love, shirts, idea, iron",0.1153556605,2295,true,Neutral,"",""
n/a,off-topic,0.0,2296,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,2297,true,Negative,"",""
none,none,0.0287608299,2298,true,Negative,"",""
You can use it immediately.,"love, shirts, idea, iron",0.1769893402,2299,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2300,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2301,true,Negative,"",""
It's inexpensive.,"clothing, fabrics, well, brand",0.136559833,2302,true,Positive,"",""
the paint and color,"colors, 10, pigment, color",0.0440190589,2303,true,Positive,"",""
I have never heard or seen this product,"never, clear, exactly, next",0.319286578,2304,true,Negative,"",""
fast-drying pigments,"colors, 10, pigment, color",0.1127845777,2305,true,Positive,"",""
easy to use,"easy, way, quick, effecient",0.1702284794,2306,true,Positive,"",""
lots of colors and fast drying pigment,"colors, 10, pigment, color",0.197986272,2307,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,2308,true,Neutral,"",""
Convenient Fast drying Paint,"right, fast, away, drying",0.2530397085,2309,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2310,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2311,true,Negative,"",""
We have many creative people in our family that enjoy this type of product. Less mess.,"different, type, aspect, even",0.358703052,2312,true,Positive,"",""
I don't know,"love, shirts, idea, iron",0.1631375396,2313,true,Neutral,"",""
don't have to wait for paint to dry,"dry, waiting, paint, need",0.1904220524,2314,true,Positive,"",""
"i like it because it dries very quickly, and very usable on fabrics","quick, materials, dries, surfaces",0.2762002847,2315,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2316,true,Negative,"",""
nothing much,"anything, something, never, heard",0.1821965857,2317,true,Negative,"",""
don't know,"love, shirts, idea, iron",0.1153556605,2318,true,Neutral,"",""
many colors,"colors, 10, pigment, color",0.0523969245,2319,true,Positive,"",""
That it dries quickly.,"quick, materials, dries, surfaces",0.185892276,2320,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2321,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2322,true,Negative,"",""
ink spray,"colors, 10, pigment, color",0.1376123212,2323,true,Positive,"",""
you heat seal it,"heat, seal, sealed, immediately",0.0737506645,2324,true,Positive,"",""
Can stencil on clothing as well as posters and stationery.,"clothing, fabrics, well, brand",0.1902106616,2325,true,Positive,"",""
It is a goos product for a specific use only,"product, products, never, innovative",0.1799648152,2326,true,Positive,"",""
everything is lovable about this product. When is it going to be available? I want to be the 1st to try it.,"never, clear, exactly, next",0.401061031,2327,true,Positive,"",""
"i don't know, i don't use this kind of stuff","love, shirts, idea, iron",0.2742754365,2328,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2329,true,Negative,"",""
no waiting time for the paint to dry,"dry, waiting, paint, need",0.2150710673,2330,true,Positive,"",""
looks like a great product for crafters,"product, products, never, innovative",0.2083697345,2331,true,Positive,"",""
"Don't use this type of product so don't know if there are any changes, improvements, etc.",off-topic,0.1818533362,2332,true,Neutral,"",""
not sure,"anything, something, never, heard",0.1309808281,2333,true,Neutral,"",""
can be used on multiple surfaces,"different, type, aspect, even",0.1344774614,2334,true,Positive,"",""
acid-free,off-topic,0.0,2335,true,Positive,"",""
spray instead of brush,"different, type, aspect, even",0.2158738259,2336,true,Positive,"",""
It seems that being able to heat seal with an iron on fabric would be good.,"iron, heat, seal, permanent",0.2935429119,2337,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2338,true,Negative,"",""
"sealing it with an iron, no drying time","iron, heat, seal, permanent",0.0567174962,2339,true,Positive,"",""
Just spray and heat seal with an iron.,"iron, heat, seal, permanent",0.1069250546,2340,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2341,true,Positive,"",""
na,na,0.0221823949,2342,true,Negative,"",""
no more waiting to dry,"dry, waiting, paint, need",0.1309167126,2343,true,Positive,"",""
screen print look,"printed, screen, print, look",0.1555459076,2344,true,Positive,"",""
"like spray paint, but not","art, artist, painted, price",0.1527149492,2345,true,Positive,"",""
No waiting to dry,"dry, waiting, paint, need",0.1603395723,2346,true,Positive,"",""
Very versatile,off-topic,0.0927574584,2347,true,Positive,"",""
no idea,"never, clear, exactly, next",0.0911201767,2348,true,Negative,"",""
fast-drying pigments,"colors, 10, pigment, color",0.1127845777,2349,true,Positive,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,2350,true,Positive,"",""
Quick drying,"quick, materials, dries, surfaces",0.2004378729,2351,true,Positive,"",""
no more waiting the paint to dry,"dry, waiting, paint, need",0.1862570079,2352,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2353,true,Negative,"",""
I'm not aware of any spray on paint that makes an item look screen painted. I'd be interested to see an end product.,"art, artist, painted, price",0.4655685775,2354,true,Positive,"",""
The spray bottle is a nice option.,off-topic,0.251925752,2355,true,Positive,"",""
spray on heat seal ink is a splendid idea!!,"heat, seal, sealed, immediately",0.2249046511,2356,true,Positive,"",""
"multisurface, fast drying","pigments, fast, drying, convenient",0.1829451435,2357,true,Positive,"",""
heating with iron,"iron, heat, seal, permanent",0.0526501183,2358,true,Positive,"",""
"spray, size of containers, something I might give a try",off-topic,0.2761641083,2359,true,Positive,"",""
na,na,0.0221823949,2360,true,Negative,"",""
That it dries quickly.,"quick, materials, dries, surfaces",0.185892276,2361,true,Positive,"",""
Drying time,"quick, materials, dries, surfaces",0.1316756853,2362,true,Positive,"",""
no wait to dry,"dry, waiting, paint, need",0.1340015689,2363,true,Positive,"",""
to expensive,"price, quality, cost, innovative",0.0986291006,2364,true,Negative,"",""
No comment,off-topic,0.1090789807,2365,true,Neutral,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2366,true,Positive,"",""
looks like screen painting but much easier,"art, artist, painted, price",0.1348500195,2367,true,Positive,"",""
none,none,0.0287608299,2368,true,Negative,"",""
You can spray it on and it dries fast.,"love, shirts, idea, iron",0.1969844823,2369,true,Positive,"",""
have not seen these before and would be interested in trying them.  the fabric application interest me most.,off-topic,0.2356267178,2370,true,Positive,"",""
heat sealed iron set at home screen printing,"iron, heat, seal, permanent",0.1577105534,2371,true,Positive,"",""
"dries quickly, a lot of great colors","colors, 10, pigment, color",0.2472919766,2372,true,Positive,"",""
It would be good for people who do crafts,"never, clear, exactly, next",0.2841350976,2373,true,Positive,"",""
easy to use,"easy, way, quick, effecient",0.1702284794,2374,true,Positive,"",""
"we won't do that to our walls, thank you very much",off-topic,0.0832263668,2375,true,Negative,"",""
Acid-free multisurface ink,"colors, 10, pigment, color",0.1305459653,2376,true,Positive,"",""
very good,"never, clear, exactly, next",0.1417634854,2377,true,Positive,"",""
na,na,0.0221823949,2378,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2379,true,Positive,"",""
I don't really like this product,"product, products, never, innovative",0.1216680956,2380,true,Negative,"",""
never heard of such a thing,"anything, something, never, heard",0.2049428374,2381,true,Negative,"",""
No dry time wait,"dry, waiting, paint, need",0.1895068361,2382,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2383,true,Positive,"",""
I don't use this type of stuff so I have no idea,off-topic,0.1063635704,2384,true,Negative,"",""
cool,off-topic,0.0853128811,2385,true,Positive,"",""
screenprinted look and feel,"love, shirts, idea, iron",0.2311887706,2386,true,Positive,"",""
I don't know,"love, shirts, idea, iron",0.1631375396,2387,true,Neutral,"",""
Not waiting for paint to dry. I do stencil...a lot.,"dry, waiting, paint, need",0.3527575584,2388,true,Positive,"",""
no drying time,"quick, materials, dries, surfaces",0.1316756853,2389,true,Positive,"",""
No more waiting for it to dry.,"dry, waiting, paint, need",0.1603395723,2390,true,Positive,"",""
quick dry for use,"dry, waiting, paint, need",0.1539147522,2391,true,Positive,"",""
dry fast,"dry, waiting, paint, need",0.1379444779,2392,true,Positive,"",""
can't think of anything,"anything, something, never, heard",0.171075756,2393,true,Negative,"",""
See previous comments,off-topic,0.1123859436,2394,"","","",""
"nothing, no use for the product","product, products, never, innovative",0.1595364645,2395,true,Negative,"",""
I love that you do not have to wait for the paint to dry. The ease of use & being able to seal with heat.,"love, shirts, idea, iron",0.3583684595,2396,true,Positive,"",""
packaging,"clothing, fabrics, well, brand",0.0798372006,2397,true,Positive,"",""
I have no idea. I do jot do stenciling,"never, clear, exactly, next",0.2048062853,2398,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2399,true,Positive,"",""
I like that it is a spray on stencil ink and that there is no waiting for paint to dry.,"dry, waiting, paint, need",0.3325479018,2400,true,Positive,"",""
I have no interest in this type of paint so I do not fine it interesting at all.,off-topic,0.1525811597,2401,true,Negative,"",""
"don't know, do not use product","product, products, never, innovative",0.2104152652,2402,true,Negative,"",""
"quick use, easy to use","easy, way, quick, effecient",0.2728737657,2403,true,Positive,"",""
Can be heat sealed,"heat, seal, sealed, immediately",0.0934006781,2404,true,Positive,"",""
The heat seal,"heat, seal, sealed, immediately",0.0903257481,2405,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2406,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2407,true,Positive,"",""
it dries fast,"pigments, fast, drying, convenient",0.1378972566,2408,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2409,true,Negative,"",""
na,na,0.0221823949,2410,true,Negative,"",""
it can be heat sealed on fabric and used on other mediums,"heat, seal, sealed, immediately",0.1557295032,2411,true,Positive,"",""
NA,na,0.0221823949,2412,true,Negative,"",""
It heat seals,"heat, seal, sealed, immediately",0.0885594683,2413,true,Positive,"",""
quick dry,"dry, waiting, paint, need",0.1256708689,2414,true,Positive,"",""
??,off-topic,0.0,2415,"","","",""
good,"never, clear, exactly, next",0.1417634854,2416,true,Positive,"",""
